step_time,gneJ00_offset,gneJ9_offset,queue_sum
742968,4,8,29.0
743580,4,8,34.7
744192,4,8,33.7
744804,4,8,34.7
745416,4,8,34.3
746028,4,8,31.3
746640,4,7,33.3
747252,4,5,32.3
747864,4,5,31.0
748476,4,5,32.3
749088,4,5,35.7
749700,5,5,30.3
750312,9,3,28.7
750924,12,2,29.0
751536,16,0,27.3
752148,19,0,29.0
752760,19,0,27.3
753372,20,0,24.7
753984,24,0,25.0
754596,15,0,27.7
755208,19,0,30.0
755820,22,0,23.0
756432,64,0,25.0
757044,96,0,28.7
757656,2,0,30.7
758268,2,0,29.3
758880,2,0,29.3
759492,2,0,37.0
760104,2,0,32.7
760716,3,0,29.3
761328,3,0,31.0
761940,3,0,32.7
762552,3,0,34.0
763164,3,0,31.7
763776,3,0,35.7
764388,3,0,33.0
765000,3,0,33.7
765612,3,101,32.7
766224,101,59,26.0
766836,7,59,22.7
767448,82,59,29.3
768060,5,59,25.7
